title,artist,popularity,album_name,album_release,genre,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Heartz Of Men,2Pac,54,All Eyez On Me,1996-02-13,rap,0.794,0.773,-6.065,1,0.166,0.00286,2.72e-4,0.326,0.553,92.465,283373
2 Of Amerikaz Most Wanted,2Pac,54,Greatest Hits,1998-01-01,rap,0.853,0.876,-3.415,1,0.131,0.0426,0.00202,0.0548,0.845,99.236,246667
Exodus,$uicideBoy$,54,High Tide In The Snake's Nest,2015-06-15,rap,0.607,0.749,-4.497,1,0.0728,0.00641,7.66e-5,0.234,0.18,121.829,126224
Spaceman - Carnage Festival Trap Remix,Hardwell,54,Spaceman (Carnage Festival Trap Remix),2012-12-29,rap,0.712,0.497,-8.976,1,0.0777,0.0235,0.768,0.101,0.238,139.987,234160
Sexy Robotica,Don Omar,54,iDon,2009-01-01,latin,0.741,0.867,-5.138,1,0.0334,4.43e-4,5.6e-6,0.449,0.561,112.011,233987
You Need To Calm Down - Clean Bandit Remix,Taylor Swift,54,You Need To Calm Down (Clean Bandit Remix),2019-08-20,edm,0.726,0.88,-4.137,1,0.0581,0.072,4.62e-4,0.0906,0.739,95.037,152773
Stay (Don't Go Away) [feat. Raye] - Nicky Romero Remix,David Guetta,54,Stay (Don't Go Away) [feat. Raye] [Nicky Romero Remix],2019-06-14,edm,0.593,0.907,-7.782,1,0.0477,0.00569,6.37e-4,0.161,0.233,124.986,177889
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,53,Happier (Tiësto’s AFTR:HRS Remix),2018-06-01,pop,0.684,0.823,-4.881,1,0.0296,0.00576,7.42e-6,0.201,0.384,117.993,216000
Steer Clear,Upchurch,53,River Rat,2018-12-21,rap,0.809,0.661,-7.142,1,0.105,0.0195,0,0.457,0.392,114.986,171575
Shattered Amethyst,$uicideBoy$,53,My Liver Will Handle What My Heart Can't,2015-09-21,rap,0.806,0.702,-6.643,1,0.0688,0.274,0.138,0.323,0.182,105.975,126874
Double Talkin' Jive,Guns N' Roses,53,Use Your Illusion I,1991-01-01,rock,0.35,0.974,-9.55,1,0.133,0.00146,0.446,0.0378,0.119,98.354,202040
Love Of My Life - Remastered 2011,Queen,53,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.329,0.179,-11.589,1,0.0299,0.933,5.04e-6,0.115,0.255,154.175,217387
Antes de Que Nos Olviden,Caifanes,53,El Diablito,1990-06-19,rock,0.655,0.495,-13.391,1,0.0311,0.393,0.00819,0.12,0.196,119.669,287027
Como Me Duele Perderte,Gloria Estefan,53,Alma Caribeña,2000-04-10,latin,0.765,0.459,-10.173,1,0.0319,0.476,0,0.171,0.763,139.908,267973
Te Recordaré Bailando,Don Omar,53,The Last Don II,2015-06-16,latin,0.718,0.888,-4.778,1,0.0441,0.0241,2.54e-6,0.0565,0.727,91.998,213240
The Language,Drake,53,Nothing Was The Same (Deluxe),2013-01-01,r&b,0.823,0.662,-8.426,1,0.318,0.0118,0,0.0805,0.533,120.117,224040
Roni,Bobby Brown,53,Don't Be Cruel,1988-01-01,r&b,0.72,0.704,-11.815,1,0.0375,0.0132,1.13e-4,0.054,0.92,146.701,358333
Photograph - Felix Jaehn Remix,Ed Sheeran,53,Photograph (Felix Jaehn Remix),2015-06-18,edm,0.726,0.697,-6.257,1,0.0404,0.0997,0.00733,0.0823,0.54,120.004,202586
She Wolf (Falling to Pieces) (feat. Sia),David Guetta,53,Nothing but the Beat 2.0,2011-08-26,edm,0.492,0.857,-2.634,1,0.0655,0.0841,7.82e-6,0.344,0.393,129.973,222500
Latency,Martin Garrix,53,Latency,2018-10-16,edm,0.66,0.937,-1.098,1,0.18,0.0328,0.0683,0.497,0.449,128.112,204375
I Wanna Rave,Steve Aoki,53,I Wanna Rave,2019-10-25,edm,0.699,0.917,-3.978,1,0.0545,0.0146,0.5,0.101,0.787,159.992,144750
Let It Be Me,Steve Aoki,52,Let It Be Me,2019-09-06,pop,0.661,0.758,-5.299,1,0.0864,0.0797,0,0.106,0.387,114.098,224061
Photograph,Ed Sheeran,52,x (Wembley Edition),2013,pop,0.614,0.379,-10.48,1,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,258987
Tonight,Upchurch,52,King of Dixie,2017-10-18,rap,0.513,0.581,-10.494,1,0.036,0.0259,0.0595,0.251,0.041,179.99,216085
Molly,Tyga,52,Hotel California (Deluxe),2013-01-01,rap,0.831,0.783,-6.719,1,0.0527,0.079,1.27e-6,0.35,0.771,140.046,218440
Dust N' Bones,Guns N' Roses,52,Use Your Illusion I,1991-01-01,rock,0.445,0.922,-6.665,1,0.0443,0.0189,0.00244,0.181,0.449,129.502,298160
Miedo,Caifanes,52,El Nervio Del Volcan,1994,rock,0.576,0.859,-8.22,1,0.034,0.0126,8e-4,0.341,0.711,130.011,218173
Lost!,Coldplay,52,Viva La Vida or Death and All His Friends,2008-05-26,rock,0.359,0.779,-7.52,1,0.0412,0.0057,0.837,0.379,0.582,86.951,236213
Walk This Way,Aerosmith,52,The Essential Aerosmith,2011-09-13,rock,0.64,0.865,-6.049,1,0.0601,0.00449,2.7e-5,0.0647,0.858,108.876,219733
Don't Wanna Lose You,Gloria Estefan,52,Cuts Both Ways,1989-07-06,latin,0.547,0.356,-14.127,1,0.0244,0.413,1.56e-6,0.128,0.467,82.19,249568
You Belong With Me,Taylor Swift,52,Fearless (International Version),2008-11-11,latin,0.688,0.775,-4.436,1,0.0381,0.151,1.98e-5,0.104,0.469,129.969,230507
Dreamer - Nicky Romero Remix,Martin Garrix,52,Dreamer (Remixes Vol. 1),2018-12-07,edm,0.435,0.751,-4.999,1,0.0599,0.128,0,0.253,0.346,124.332,224762
Breach (Walk Alone),Martin Garrix,52,BYLAW EP,2018-10-19,edm,0.738,0.953,-4.781,1,0.216,0.0388,0.0146,0.214,0.483,128.069,178125
Summer Air (feat. Trevor Guthrie),Hardwell,51,Summer Air (feat. Trevor Guthrie),2019-05-31,pop,0.632,0.574,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905
Goodbyes (Feat. Young Thug),Post Malone,51,Goodbyes (Feat. Young Thug),2019-07-05,pop,0.58,0.653,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960
A Sky Full of Stars - Robin Schulz Edit,Coldplay,51,Prayer,2014-09-16,pop,0.638,0.847,-5.648,1,0.0338,0.00405,0.0419,0.4,0.333,123.042,195160
America,Logic,51,Everybody,2017-05-05,rap,0.839,0.888,-4.181,1,0.116,0.13,3.76e-4,0.116,0.6,115.005,331347
Can't Go Home,Jelly Roll,51,Waylon & Willie 2,2018-03-23,rap,0.69,0.732,-5.989,1,0.096,0.109,0,0.104,0.317,119.893,229939
Cuéntame Tu Vida,Caifanes,51,Caifanes,1988-05-15,rock,0.577,0.843,-5.833,1,0.0332,0.25,5.93e-5,0.0509,0.527,124.94,263333
Para Que No Digas Que No Pienso en Ti,Caifanes,51,El Silencio,1992-06-08,rock,0.71,0.741,-10.726,1,0.0746,0.141,0,0.0825,0.922,139.948,235227
Wepa,Gloria Estefan,51,Miss Little Havana (Latin America/Iberia Version),2011-01-01,latin,0.79,0.749,-6.504,1,0.297,0.0277,0,0.113,0.7,144.933,242000
Sandunga,Don Omar,51,The Last Don II,2015-06-16,latin,0.857,0.855,-5.108,1,0.134,0.0939,1.04e-4,0.0443,0.798,95.02,181333
Te Quiero Pa´Mi,Don Omar,51,Te Quiero Pa´Mi,2016-11-11,latin,0.765,0.816,-3.99,1,0.0595,0.124,8.06e-5,0.197,0.624,89.005,212027
Pop Style,Drake,51,Views,2016-05-13,latin,0.713,0.462,-10.027,1,0.123,0.192,2.16e-6,0.105,0.0595,133.054,212947
Million Voices,Armin van Buuren,51,Million Voices,2019-10-25,edm,0.466,0.869,-4.275,1,0.0529,0.0142,0.00241,0.115,0.185,126.113,187150
Closer - R3hab Remix,The Chainsmokers,51,Closer (Remixes),2016-09-23,edm,0.775,0.559,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
Beach House - Ashworth Remix,The Chainsmokers,51,Beach House (Ashworth Remix),2018-12-08,edm,0.772,0.707,-7.031,1,0.0507,0.0521,3.96e-6,0.0719,0.403,112.032,204453
Troublesome '96,2Pac,50,Greatest Hits,1998-01-01,rap,0.865,0.924,-3.489,1,0.226,0.145,4.43e-5,0.383,0.557,97.523,277267
Killer Queen - 2011 Mix,Queen,50,Sheer Heart Attack (2011 Remaster),1974-11-08,rock,0.535,0.651,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,179600
Detrás de Ti,Caifanes,50,El Diablito,1990-06-19,rock,0.576,0.708,-10.319,1,0.0401,0.0729,5.81e-4,0.0756,0.718,140.703,219267
Hang On to Yourself - 2012 Remaster,David Bowie,50,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version),1972-06-06,rock,0.476,0.788,-10.654,1,0.0322,0.0241,0.0377,0.358,0.936,89.552,159958
The A Team - Acoustic,Ed Sheeran,50,The A Team,2011-06-10,latin,0.649,0.264,-9.899,1,0.28,0.727,0,0.292,0.424,121.815,241186
Cuéntale - Remastered 2016,Don Omar,50,King Of Kings 10th Anniversary (Remastered),2016-11-11,latin,0.578,0.94,-2.751,1,0.188,0.121,2.61e-4,0.258,0.609,89.805,261307
Every Little Step,Bobby Brown,50,Don't Be Cruel,1988-06-20,r&b,0.781,0.638,-12.305,1,0.0401,0.00911,0,0.0357,0.909,100.231,236240
...Ready For It? - BloodPop® Remix,Taylor Swift,50,...Ready For It? (BloodPop® Remix),2017-12-01,edm,0.582,0.835,-4.899,1,0.222,0.133,0,0.102,0.496,160.09,189509
In The Name Of Love - The Him Remix,Martin Garrix,50,In The Name Of Love Remixes,2016-11-11,edm,0.642,0.864,-3.657,1,0.0379,0.0455,1.98e-6,0.081,0.564,125.088,209280
Back 2 U (feat. WALK THE MOON),Steve Aoki,50,Back 2 U (feat. WALK THE MOON),2016-05-19,edm,0.635,0.875,-6.221,1,0.0512,0.021,7.94e-6,0.139,0.545,126.034,275977
Wake Me Up,Avicii,50,Wake Me Up,2013-07-30,edm,0.516,0.806,-5.133,1,0.0538,0.00389,6.74e-4,0.115,0.577,124.118,249693
Circles,Post Malone,49,Circles,2019-08-30,pop,0.704,0.758,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,214907
Marlboros & White Widow,$uicideBoy$,49,Dark Side Of The Clouds,2016-02-03,rap,0.738,0.596,-7.222,1,0.149,0.00416,5.08e-5,0.15,0.255,118.922,181577
Nightmare Choir (I Been Asleep Too Long),$uicideBoy$,49,KILL YOURSELF Part XI: The Kingdom Come Saga,2017-05-22,rap,0.777,0.902,-3.915,1,0.349,0.0905,0,0.275,0.462,129.985,134844
Goosebumps,$uicideBoy$,49,Radical $uicide,2016-07-22,rap,0.89,0.74,-4.303,1,0.223,0.318,1.17e-5,0.244,0.436,130.012,112500
Attitude,Guns N' Roses,49,The Spaghetti Incident?,1993-01-01,rock,0.34,0.984,-2.533,1,0.0938,2.49e-4,0,0.331,0.613,187.766,87000
New Rose,Guns N' Roses,49,The Spaghetti Incident?,1993-01-01,rock,0.331,0.965,-2.918,1,0.143,1.12e-4,9.85e-5,0.312,0.342,176.988,158360
Hair Of The Dog,Guns N' Roses,49,The Spaghetti Incident?,1993-01-01,rock,0.517,0.97,-2.932,1,0.0853,0.00559,0.0343,0.0581,0.601,134.336,234907
Aviéntame,Caifanes,49,El Nervio Del Volcan,1994,rock,0.545,0.916,-9.175,1,0.0442,0.00308,1.38e-4,0.0494,0.653,130.16,273440
Gypsy - 2018 Remaster,Fleetwood Mac,49,50 Years - Don't Stop,2018-11-16,rock,0.615,0.689,-9.602,1,0.0297,0.0442,0.00704,0.278,0.736,131.824,263867
Thinking out Loud - Alex Adair Remix,Ed Sheeran,49,Thinking Out Loud (Alex Adair Remix),2014-11-07,latin,0.828,0.745,-6.717,1,0.152,0.21,0.00113,0.087,0.517,117.008,182185
Dile,Don Omar,49,Reggaeton Hitmakers Tropical Blend,2006-01-01,latin,0.822,0.744,-6.096,1,0.0938,0.173,7.08e-5,0.0692,0.748,94.039,206987
Guaya Guaya,Don Omar,49,Guaya Guaya,2014-08-12,latin,0.689,0.872,-2.116,1,0.243,0.00661,1.96e-4,0.136,0.687,183.942,194013
Hasta Que Salga El Sol,Don Omar,49,Don Omar Presents MTO2: New Generation,2012-01-01,latin,0.355,0.958,-4.029,1,0.349,0.0235,7.2e-4,0.331,0.885,190.313,245040
Encanto,Don Omar,49,Encanto,2017-03-24,latin,0.744,0.871,-5.123,1,0.0499,0.145,5.03e-4,0.0752,0.902,172.03,195400
Circles,Post Malone,49,Hollywood's Bleeding,2019-09-06,r&b,0.695,0.762,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
Don't Be Cruel,Bobby Brown,49,Don't Be Cruel,1988-01-01,r&b,0.775,0.719,-12.189,1,0.0567,1.32e-4,3.14e-5,0.2,0.712,102.392,408307
Latency,Martin Garrix,49,BYLAW EP,2018-10-19,edm,0.66,0.937,-1.098,1,0.18,0.0328,0.0683,0.497,0.449,128.112,204375
WIEE,Martin Garrix,49,WIEE,2016-10-15,edm,0.52,0.835,-7.775,1,0.0544,0.278,0.863,0.0711,0.373,127.955,203452
Together,Martin Garrix,49,Together,2016-10-20,edm,0.509,0.729,-4.773,1,0.0343,0.0732,2.73e-5,0.233,0.196,127.871,221274
Closer - R3hab Remix,The Chainsmokers,49,Closer (Remixes),2016-09-23,edm,0.775,0.559,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
The Nights - Felix Jaehn Remix,Avicii,48,The Days / Nights,2014-01-01,pop,0.672,0.834,-4.726,1,0.0305,0.00769,2.16e-6,0.0586,0.511,123.054,200016
Saint-Tropez,Post Malone,48,Hollywood's Bleeding,2019-09-06,rap,0.617,0.684,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867
Keep Ya Head Up,2Pac,48,Greatest Hits,1998-01-01,rap,0.591,0.739,-6.451,1,0.429,0.141,0,0.48,0.613,172.414,263600
The Sacred,$uicideBoy$,48,Grey Sheep II,2016-05-25,rap,0.855,0.621,-7.482,1,0.0614,0.173,0.0748,0.0951,0.352,105.054,128052
Used To Love Her,Guns N' Roses,48,G N' R Lies,1988-01-01,rock,0.615,0.831,-9.394,1,0.0311,0.426,7.26e-5,0.184,0.914,135.114,191360
Piedra,Caifanes,48,El Silencio,1992-06-08,rock,0.643,0.816,-8.535,1,0.0476,0.0357,7.28e-5,0.218,0.616,115.061,276067
Hasta Morir,Caifanes,48,El Silencio,1992-06-08,rock,0.687,0.345,-14.115,1,0.0507,0.223,1.13e-4,0.0763,0.284,81.735,224840
Last Child,Aerosmith,48,Aerosmith's Greatest Hits,1980-11-11,rock,0.599,0.613,-9.978,1,0.0344,0.163,1.66e-6,0.047,0.767,84.22,206707
Mi Buen Amor,Gloria Estefan,48,Mi Tierra,1993-06-03,latin,0.614,0.388,-10.141,1,0.0375,0.413,0,0.409,0.595,119.935,227600
No Sigue Modas Aka Ella No Sigue Modas,Don Omar,48,Don Omar Presents MTO2: New Generation,2012-01-01,latin,0.704,0.868,-4.558,1,0.0854,0.0101,1.56e-4,0.0258,0.842,127.994,232000
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,48,World War Joy...Takeaway,2019-07-24,r&b,0.6,0.666,-9.827,1,0.0394,0.102,0,0.118,0.566,99.989,193176
Muthaf**ka Up,Tyga,47,Careless World: Rise Of The Last King,2012-01-01,rap,0.59,0.542,-7.849,1,0.329,0.00152,0,0.364,0.48,122.482,233680
Closer - T-Mass Remix,The Chainsmokers,47,Closer (Remixes),2016-09-23,rap,0.7,0.821,-4.338,1,0.0444,0.115,0,0.0796,0.608,94.952,247520
Black Leather,Guns N' Roses,47,The Spaghetti Incident?,1993-01-01,rock,0.466,0.991,-3.272,1,0.142,0.00551,0.174,0.354,0.205,137.595,248493
Seaside Rendezvous - Remastered 2011,Queen,47,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.459,0.699,-5.496,1,0.117,0.36,0,0.294,0.798,167.491,134120
Can't Stay Away from You,Gloria Estefan,47,Anything For You,1987-06-09,latin,0.577,0.295,-15.424,1,0.0454,0.571,7.86e-5,0.0695,0.586,155.467,238293
My Prerogative,Bobby Brown,47,Don't Be Cruel,1988-06-20,r&b,0.758,0.596,-11.406,1,0.0504,0.0605,0,0.288,0.645,110.608,288800
Without You - Otto Knows Remix,Avicii,47,Without You (Remixes),2017-10-13,edm,0.536,0.837,-4.877,1,0.0461,9.51e-4,0.00587,0.0729,0.455,131.082,213493
Everytime We Touch (with Steve Angello & Sebastian Ingrosso),David Guetta,47,Pop Life,2007-06-15,edm,0.707,0.471,-7.667,1,0.0354,0.0086,0.00839,0.179,0.355,125.014,220640
Home We'll Go (Take My Hand),Steve Aoki,47,Neon Future II,2015-05-11,edm,0.605,0.903,-4.543,1,0.0637,0.188,0.00814,0.0989,0.55,120.041,307653
God is a woman,Ariana Grande,46,Sweetener,2018-08-17,pop,0.602,0.658,-5.947,1,0.055,0.0233,5.78e-5,0.229,0.28,145.084,197547
Enemies (feat. DaBaby),Post Malone,46,Hollywood's Bleeding,2019-09-06,rap,0.542,0.674,-4.169,1,0.21,0.0588,0,0.0955,0.667,76.388,196760
Everybody,Logic,46,Everybody,2017-03-31,rap,0.885,0.936,-5.879,1,0.0894,0.148,0,0.0703,0.763,110.011,162373
Livin' in a Country Song,Upchurch,46,King of Dixie,2017-10-18,rap,0.58,0.705,-9.425,1,0.0374,0.0144,2.72e-5,0.213,0.629,160.986,223552
I Don't Give A Fuck,2Pac,46,2Pacalypse Now,1991-11-12,rap,0.893,0.721,-12.266,1,0.305,0.32,0,0.0969,0.801,94.58,260173
Death On Two Legs (Dedicated To...) - Remastered 2011,Queen,46,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.373,0.691,-6.219,1,0.0554,0.362,4.03e-5,0.133,0.499,124.767,223920
'39 - 2011 Mix,Queen,46,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.524,0.571,-9.686,1,0.0273,0.0271,0,0.111,0.373,101.626,210800
Jealousy - Remastered 2011,Queen,46,Jazz (2011 Remaster),1978-11-10,rock,0.574,0.478,-9.842,1,0.031,0.211,0,0.243,0.211,80.8,193147
De Noche Todos los Gatos Son Pardos,Caifanes,46,El Diablito,1990-06-19,rock,0.375,0.618,-11.751,1,0.0455,0.193,0.00109,0.317,0.152,192.409,259400
On Our Own,Bobby Brown,46,Ghostbusters II,1989-06-16,r&b,0.659,0.899,-6.207,1,0.0423,0.0035,0,0.0629,0.562,101.802,294413
Retrograde,Hardwell,46,Hardwell presents Revealed Vol. 10,2019-08-30,edm,0.634,0.979,-2.585,1,0.0471,0.00315,0.87,0.187,0.0377,128.021,251250
Lazing On A Sunday Afternoon - Remastered 2011,Queen,45,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.645,0.557,-9.108,1,0.0535,0.4,0.00183,0.0845,0.703,131.885,67400
God Save The Queen - Remastered 2011,Queen,45,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.17,0.293,-15.308,1,0.0369,0.754,0.857,0.279,0.24,117.483,75333
My Melancholy Blues - Remastered 2011,Queen,45,News Of The World (2011 Remaster),1977-10-28,rock,0.469,0.202,-14.369,1,0.0333,0.67,0,0.193,0.102,110.937,211333
Make It,Aerosmith,45,Aerosmith,1973-01-05,rock,0.553,0.685,-10.981,1,0.0275,0.0151,0.149,0.19,0.57,137.898,218960
Oye,Gloria Estefan,45,Gloria!,1998-04-20,latin,0.689,0.885,-5.043,1,0.069,0.00268,1.1e-4,0.37,0.762,130.102,279627
Words Get in the Way,Gloria Estefan,45,Greatest Hits,1985,latin,0.674,0.515,-9.117,1,0.0284,0.303,3.37e-5,0.107,0.565,155.843,205640
Alone,Armin van Buuren,45,Intense,2013-05-03,edm,0.553,0.861,-6.526,1,0.039,0.00592,0.00144,0.107,0.375,127.966,244067
Don't Give Up On Me - Club Mix,Armin van Buuren,45,Don't Give Up On Me (Club Mix / Trance Mix),2019-04-05,edm,0.603,0.849,-6.234,1,0.162,0.0536,8.27e-5,0.454,0.534,128.015,227695
I'm Not Sorry,Hardwell,45,I'm Not Sorry,2019-03-08,edm,0.649,0.82,-3.812,1,0.0558,0.121,0,0.0771,0.349,128.096,186094
Can't Go Home (feat. Adam Lambert) - Radio Edit,Steve Aoki,45,Can't Go Home (feat. Adam Lambert) [Radio Edit],2016-03-25,edm,0.662,0.797,-5.209,1,0.0951,0.0182,2.26e-5,0.279,0.673,123.947,183577
On The Road (feat. Meek Mill & Lil Baby),Post Malone,44,Hollywood's Bleeding,2019-09-06,rap,0.442,0.737,-5.046,1,0.109,0.0589,0,0.102,0.21,112.93,218320
Lord Knows (feat. Justin Adams),Upchurch,44,"Project X, Vol. 1",2018-01-30,rap,0.768,0.766,-3.697,1,0.0891,0.334,0,0.115,0.676,129.985,192923
Good Company - Remastered 2011,Queen,44,A Night At The Opera (2011 Remaster),1975-11-21,rock,0.488,0.409,-11.254,1,0.0431,0.799,1.87e-5,0.322,0.542,183.614,203440
Somebody To Love - 2011 Mix,Queen,44,A Day At The Races (2011 Remaster),1976-12-10,rock,0.406,0.698,-7.024,1,0.0624,0.186,0,0.233,0.333,109.266,296480
Dragon Attack - Remastered 2011,Queen,44,The Game (2011 Remaster),1980-06-27,rock,0.7,0.867,-5.482,1,0.149,0.139,0.00275,0.266,0.557,88.19,258773
Don't Try Suicide - Remastered 2011,Queen,44,The Game (2011 Remaster),1980-06-27,rock,0.796,0.486,-7.543,1,0.2,0.338,0,0.0314,0.646,135.249,232120
Body Language - Remastered 2011,Queen,44,Hot Space (2011 Remaster),1982-05-03,rock,0.828,0.538,-9.593,1,0.0654,0.0395,0.00906,0.102,0.367,132.633,271600
I Love It When You Cry (Moxoki) - Boehm Remix,Steve Aoki,44,Ultra Summer 2 (The Best In Deep and Tropical House),2015-06-29,latin,0.701,0.675,-5.956,1,0.0394,0.021,0.00301,0.249,0.439,119.993,322500
Get on Your Feet,Gloria Estefan,44,Cuts Both Ways,1989-07-11,latin,0.724,0.779,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133
Abriendo Puertas,Gloria Estefan,44,Abriendo Puertas,1995-08-03,latin,0.821,0.858,-6.04,1,0.0453,0.515,0,0.245,0.967,97.297,232893
Lifting You Higher (ASOT 900 Anthem) - Blasterjaxx Remix,Armin van Buuren,44,Lifting You Higher (ASOT 900 Anthem) [Blasterjaxx Remix],2019-02-22,edm,0.544,0.903,-5.965,1,0.0453,0.00215,0.842,0.312,0.0999,130.031,187798
Lonely Together - (feat. Rita Ora) Dj Licious Remix,Avicii,44,Lonely Together (Remixes),2017-11-17,edm,0.544,0.64,-6.011,1,0.0652,0.0102,2.06e-4,0.376,0.396,120.147,184960
Make It Right,Armin van Buuren,43,Make It Right,2016-11-11,pop,0.517,0.722,-5.126,1,0.0297,0.0397,7.69e-6,0.45,0.474,127.936,199512
The Nights - Avicii By Avicii,Avicii,43,The Nights (Avicii By Avicii),2014-12-31,pop,0.711,0.521,-5.104,1,0.0697,0.0872,2.79e-5,0.0807,0.34,125.995,264133
Red White and Blue Jeans,Upchurch,43,Bad Mutha Fucka,2016-12-09,rap,0.548,0.921,-4.54,1,0.085,0.128,0,0.144,0.761,168.27,274718
Death Before Dishonor,Jelly Roll,43,Waylon & Willie,2017-11-03,rap,0.657,0.695,-6.976,1,0.164,0.0506,0,0.19,0.328,75.039,198635
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,43,Hot Space (2011 Remaster),1982-05-03,rock,0.395,0.558,-7.643,1,0.0282,0.102,1.09e-6,0.0704,0.132,81.605,271640
Heroes - Single Version [Remastered],David Bowie,43,Legacy (Deluxe Edition),2016-11-11,rock,0.502,0.681,-8.263,1,0.0276,0.016,0.107,0.102,0.584,112.16,213813
Starman - Single Mix,David Bowie,43,Legacy (Deluxe Edition),2016-11-11,rock,0.307,0.429,-11.054,1,0.0333,0.211,0,0.391,0.582,199.787,254720
All We Know - Oliver Heldens Remix,The Chainsmokers,43,All We Know (Oliver Heldens Remix),2016-12-16,latin,0.711,0.8,-5.852,1,0.0303,0.00158,0.0513,0.314,0.43,124.009,184253
Here We Are,Gloria Estefan,43,Cuts Both Ways,1989-07-06,latin,0.694,0.467,-14.437,1,0.0329,0.639,1.61e-5,0.0847,0.63,142.132,288763
Unlove You (feat. Ne-Yo) - Club Mix,Armin van Buuren,43,Unlove You (feat. Ne-Yo) [Club Mix],2019-12-06,edm,0.498,0.916,-3.97,1,0.088,0.0054,8.07e-5,0.111,0.302,127.786,161953
Calavera,Hardwell,43,Calavera,2016-04-11,edm,0.689,0.913,-2.944,1,0.0362,0.00612,0.0552,0.0562,0.076,127.974,200625
Buzz Won't Last,Upchurch,42,"Project X, Vol. 1",2018-01-30,rap,0.581,0.872,-6.182,1,0.0404,0.00733,0,0.11,0.787,75.035,179200
Animal,Upchurch,42,Creeker 2,2019-04-20,rap,0.548,0.728,-5.417,1,0.0362,0.0687,0,0.185,0.499,130.045,152341
Hillbilly Psycho,Upchurch,42,Creeker 2,2019-04-20,rap,0.466,0.739,-6.782,1,0.0943,0.0131,0,0.351,0.28,148.15,250219
Legend of the South,Upchurch,42,Creeker 2,2019-04-20,rap,0.709,0.875,-5.479,1,0.0544,0.0816,0,0.119,0.462,102.044,220293
Keep Yourself Alive - 2011 Mix,Queen,42,Queen (2011 Remaster),1973-07-13,rock,0.442,0.736,-9.546,1,0.0744,0.257,7.31e-5,0.157,0.597,134.21,227467
Doing Alright - Remastered 2011,Queen,42,Queen (2011 Remaster),1973-07-13,rock,0.339,0.286,-12.334,1,0.0344,0.752,2.71e-5,0.085,0.192,93.013,249213
Need Your Loving Tonight - Remastered 2011,Queen,42,The Game (2011 Remaster),1980-06-27,rock,0.604,0.876,-3.879,1,0.0393,0.326,0,0.242,0.804,137.821,169200
Sail Away Sweet Sister - Remastered 2011,Queen,42,The Game (2011 Remaster),1980-06-27,rock,0.512,0.5,-6.937,1,0.0282,0.828,0,0.0907,0.196,80.075,213427
There For You - Dzeko Remix,Martin Garrix,42,There For You: The Remixes,2017-08-18,edm,0.61,0.907,-5.224,1,0.154,0.0207,3.82e-5,0.165,0.515,126.235,159048
Something Just Like This - R3hab Remix,The Chainsmokers,42,Something Just Like This (Remix Pack),2017-04-28,edm,0.705,0.585,-6.848,1,0.0366,0.296,1.9e-4,0.097,0.348,102.019,162880
Mad World - Radio Edit,Hardwell,42,Mad World,2015-10-16,edm,0.472,0.876,-3.238,1,0.0348,0.00625,2.85e-6,0.244,0.253,128.12,210703
Fade Into Darkness - Vocal Radio Mix,Avicii,42,Fade Into Darkness,2011-07-16,edm,0.556,0.885,-4.045,1,0.0321,0.00786,1.95e-6,0.138,0.771,125.997,198139
Radio Jam,Upchurch,41,King of Dixie,2017-10-18,rap,0.564,0.608,-9.804,1,0.0394,0.307,0,0.0407,0.283,80.027,199467
40 Mill,Tyga,41,40 Mill - Single,2014-10-14,rap,0.733,0.883,-4.46,1,0.294,0.0299,1.15e-6,0.343,0.519,111.023,185946
Dreamer's Ball - Remastered 2011,Queen,41,Jazz (2011 Remaster),1978-11-10,rock,0.607,0.369,-7.616,1,0.0346,0.831,0,0.419,0.406,91.684,210147
Rock It (Prime Jive) - Remastered 2011,Queen,41,The Game (2011 Remaster),1980-06-27,rock,0.47,0.915,-5.698,1,0.0612,0.323,0,0.064,0.634,160.3,273013
Fat Bottomed Girls,Queen,41,Greatest Hits,1981-10-26,rock,0.327,0.645,-10.159,1,0.0439,0.0466,2.98e-5,0.307,0.43,89.328,255667
